NAAM;STRAAT;GEMEENTE;WGS84_LATITUDE;WGS84_LONGITUDE;EMAIL;LINK;POITYPE;CATEGORIE
Gemeentelijke Kunstacademie;Stationsplein;Aalter;51,0930386;3,45006246; ;;Deeltijds kunstonderwijs;Deeltijds kunstonderwijs
GO! Basisschool De Beuk Aalter;Warandestraat;Aalter;51,08923328;3,44970895;basisschool@debeuk.be;https://www.debeuk.be;Gewoon kleuteronderwijs;Basisonderwijs
GO! Basisschool De Beuk Aalter;Warandestraat;Aalter;51,08923328;3,44970895;basisschool@debeuk.be;https://www.debeuk.be;Gewoon lager onderwijs;Basisonderwijs
GO! Erasmusatheneum Deinze;Stationsstraat;Aalter;51,08831524;3,44841379; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
GO! technisch atheneum Vesaliusinstituut Oostende;Stationsstraat;Aalter;51,08831524;3,44841379; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
GO! secundair onderwijs Groenhove CAT;Stationsstraat;Aalter;51,08831524;3,44841379; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
GO! Secundaire School De Beuk Aalter;Stationsstraat;Aalter;51,08831524;3,44841379;info@campusdebeuk.be;https://www.campusdebeuk.be;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Emmaüsinstituut@1;Sint-Gerolflaan;Aalter;51,08776733;3,44616933;emmaussecundair@op-weg.net;https://www.op-weg.net;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Emmaüsinstituut@2;Sint-Gerolflaan;Aalter;51,08776733;3,44616933;emmaussecundair@op-weg.net;https://emmausbovenbouw.op-weg.be/;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Buitengewoon Secundair Onderwijs Sint-Gregorius;Sint-Gerolflaan;Aalter;51,08776733;3,44616933;info@op-weg.be;;Buitengewoon secundair onderwijs;Secundair onderwijs
Vrije Kleuterschool Emmaüs;Brouwerijstraat;Aalter;51,08426458;3,44542485;jan.sierens@op-weg.net;https://emmausbasisschool.op-weg.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool - Tabor Aalter-Brug;Middelweg;Aalter;51,11154877;3,43527517;inge.mouton@op-weg.net;https://taboraalterbrug.op-weg.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool - Tabor Aalter-Brug;Middelweg;Aalter;51,11154877;3,43527517;inge.mouton@op-weg.net;https://taboraalterbrug.op-weg.be;Gewoon lager onderwijs;Basisonderwijs
Vrije Basisschool - Tabor Aalter-Brug;Sint-Godelievestraat;Aalter;51,10969769;3,43309865; ;;Gewoon lager onderwijs;Basisonderwijs
Vrije Basisschool - Tabor Sint-Maria-Aalter;Wingenestraat;Aalter;51,09767899;3,36953613;taborschool.sint-maria-aalter@op-weg.net;https://taborsintmariaaalter.op-weg.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool - Tabor Sint-Maria-Aalter;Wingenestraat;Aalter;51,09767899;3,36953613;taborschool.sint-maria-aalter@op-weg.net;https://taborsintmariaaalter.op-weg.be;Gewoon lager onderwijs;Basisonderwijs
Vrije Basisschool - Tabor Lotenhulle;Hullaertstraat;Aalter;51,04997718;3,45799542;stefanie.vandenbussche@op-weg.net;https://taborlotenhulle.op-weg.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool - Tabor Lotenhulle;Hullaertstraat;Aalter;51,04997718;3,45799542;stefanie.vandenbussche@op-weg.net;https://taborlotenhulle.op-weg.be;Gewoon lager onderwijs;Basisonderwijs
Vrije Lagere School Emmaüs;Maria-Middelareslaan;Aalter;51,08482737;3,44497129;kimberley.debie@op-weg.net;https://emmausbasisschool.op-weg.be;Gewoon lager onderwijs;Basisonderwijs
GO! Basisschool 't Dorp campus Ebdries;Diestsesteenweg;Aarschot;50,97434894;4,89928049; ;;Gewoon kleuteronderwijs;Basisonderwijs
GO! Basisschool 't Dorp campus Ebdries;Diestsesteenweg;Aarschot;50,97434894;4,89928049; ;;Gewoon lager onderwijs;Basisonderwijs
GO!Basisschool 't Dorp campus Steenweg;Diestsesteenweg;Aarschot;50,97399022;4,89909133;onthaal@bstdorp.be;https://www.bstdorp.be;Gewoon kleuteronderwijs;Basisonderwijs
GO!Basisschool 't Dorp campus Steenweg;Diestsesteenweg;Aarschot;50,97399022;4,89909133;onthaal@bstdorp.be;https://www.bstdorp.be;Gewoon lager onderwijs;Basisonderwijs
Hagelandse Academie voor Beeldende Kunst;Diestsesteenweg;Aarschot;50,97399022;4,89909133; ;;Deeltijds kunstonderwijs;Deeltijds kunstonderwijs
GO! Basisschool 't Dorp campus Ebdries;Ebdries;Aarschot;50,9722655;4,89881551;onthaal@bstdorp.be;https://www.bstdorp.be;Gewoon lager onderwijs;Basisonderwijs
GO!Basisschool 't Dorp campus Steenweg;Ebdries;Aarschot;50,97212457;4,89817322; ;;Gewoon lager onderwijs;Basisonderwijs
Hagelandse Academie voor Beeldende Kunst;Kortakker;Aarschot;50,9753689;4,89234358;contact@habk.be;https://www.HABK.be;Deeltijds kunstonderwijs;Deeltijds kunstonderwijs
Hagelandse Academie voor Beeldende Kunst;Testeltsesteenweg;Aarschot;50,99684702;4,87536147; ;;Deeltijds kunstonderwijs;Deeltijds kunstonderwijs
Vrije Basisschool;Langdorpsesteenweg;Aarschot;50,99521869;4,87146929; ;;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool;Langdorpsesteenweg;Aarschot;50,99521869;4,87146929; ;;Gewoon lager onderwijs;Basisonderwijs
Vrije Basisschool;Hombergstraat;Aarschot;51,00941811;4,87022548;directie@vbslangdorp.be;https://www.vbslangdorp.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool;Hombergstraat;Aarschot;51,00941811;4,87022548;directie@vbslangdorp.be;https://www.vbslangdorp.be;Gewoon lager onderwijs;Basisonderwijs
Hagelandse Academie voor Muziek en Woord;Hombergstraat;Aarschot;51,00941811;4,87022548; ;;Deeltijds kunstonderwijs;Deeltijds kunstonderwijs
Sint-Jozefscollege 2;Bekaflaan;Aarschot;50,98734632;4,8472441; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Sint-Jozefscollege 3;Bekaflaan;Aarschot;50,98734632;4,8472441; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Sint-Jozefscollege 1;Bekaflaan;Aarschot;50,98734632;4,8472441; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Sint-Jozefscollege 2;Bekaflaan;Aarschot;50,98624112;4,84491137;sintjozefscollege@sjca.be;https://www.sjca.be;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Sint-Jozefscollege 3;Bekaflaan;Aarschot;50,98624112;4,84491137;sintjozefscollege@sjca.be;https://www.sjca.be;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Vrije Basisschool - Sint-Jozefscollege;Bekaflaan;Aarschot;50,98624112;4,84491137;secretariaat.basisschool@sjca.be;https://www.sjca.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool - Sint-Jozefscollege;Bekaflaan;Aarschot;50,98624112;4,84491137;secretariaat.basisschool@sjca.be;https://www.sjca.be;Gewoon lager onderwijs;Basisonderwijs
Sint-Jozefscollege 1;Bekaflaan;Aarschot;50,98624112;4,84491137; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Hagelandse Academie voor Beeldende Kunst;Bekaflaan;Aarschot;50,98624112;4,84491137; ;;Deeltijds kunstonderwijs;Deeltijds kunstonderwijs
Stedelijke School Buitengewoon Secundair Onderwijs De Brug;Bekaflaan;Aarschot;50,98659044;4,84077049; ;;Buitengewoon secundair onderwijs;Secundair onderwijs
Sint-Jozefscollege 1;Schaluin;Aarschot;50,98963821;4,84067305;sintjozefscollege@sjca.be;https://www.sjca.be;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Damiaaninstituut A;Pastoor Dergentlaan;Aarschot;50,99159424;4,83708916;dominique.vansant@damiaaninstituut.be;https://www.damiaaninstituut.be;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Centrum voor deeltijdse vorming Arktos provincie Antwerpen;Pastoor Dergentlaan;Aarschot;50,99159424;4,83708916; ;;Deeltijdse vorming;Secundair onderwijs
Damiaaninstituut C;Pastoor Dergentlaan;Aarschot;50,99159424;4,83708916;wim.salien@arcadiascholen.be;https://www.damiaaninstituut.be;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Damiaaninstituut B;Pastoor Dergentlaan;Aarschot;50,99159424;4,83708916;elke.peeters@arcadiascholen.be;https://www.damiaaninstituut.be;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Damiaaninstituut B;Pastoor Dergentlaan;Aarschot;50,99159424;4,83708916;elke.peeters@arcadiascholen.be;https://www.damiaaninstituut.be;Deeltijds beroepssecundair onderwijs;Secundair onderwijs
GO! Basisschool - De Hoogvlieger Aarschot;Herseltsesteenweg;Aarschot;51,00308402;4,83671979;onthaal@bsdehoogvlieger.be;https://www.bsdehoogvlieger.be;Gewoon kleuteronderwijs;Basisonderwijs
GO! Basisschool - De Hoogvlieger Aarschot;Herseltsesteenweg;Aarschot;51,00308402;4,83671979;onthaal@bsdehoogvlieger.be;https://www.bsdehoogvlieger.be;Gewoon lager onderwijs;Basisonderwijs
GO! Basisschool Zonnedorp Aarschot;Bogaardenlaan;Aarschot;50,98751519;4,8365641;onthaal@bszonnedorp.be;https://www.bszonnedorp.be;Gewoon kleuteronderwijs;Basisonderwijs
GO! Basisschool Zonnedorp Aarschot;Bogaardenlaan;Aarschot;50,98751519;4,8365641;onthaal@bszonnedorp.be;https://www.bszonnedorp.be;Gewoon lager onderwijs;Basisonderwijs
GO! Site-A blauwe en oranje campus;Pastoor Dergentlaan;Aarschot;50,9895952;4,83568759;onthaal@site-a.be;https://www.site-a.be;Voltijds gewoon secundair onderwijs;Secundair onderwijs
GO! De Prins Diest campus Antwerpsestraat;Pastoor Dergentlaan;Aarschot;50,9895952;4,83568759; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
GO! De Prins Diest campus Boudewijnvest;Pastoor Dergentlaan;Aarschot;50,9895952;4,83568759; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Vrije Basisschool Ourodenberg;Kerkstraat;Aarschot;51,0053026;4,83490403; ;;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool Ourodenberg;Kerkstraat;Aarschot;51,0053026;4,83490403; ;;Gewoon lager onderwijs;Basisonderwijs
GO! Site-A groene campus;Pastoor Dergentlaan;Aarschot;50,98921388;4,83437345;onthaal@site-a.be;https://www.site-a.be;Voltijds gewoon secundair onderwijs;Secundair onderwijs
GO! Site-A rode campus;Pastoor Dergentlaan;Aarschot;50,99001508;4,83408232;onthaal@site-a.be;https://www.site-a.be;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Instituut Sancta Maria - A;Kard. Mercierstraat;Aarschot;50,98397404;4,829579;directie@sanctamaria-aarschot.be;https://www.sanctamaria-aarschot.be;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Instituut Sancta Maria - B;Kard. Mercierstraat;Aarschot;50,98397404;4,829579;directie@sanctamaria-aarschot.be;https://www.sanctamaria-aarschot.be;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Vrije Basisschool - Sancta Maria;Kard. Mercierstraat;Aarschot;50,98397404;4,829579;directie@sancta-maria-aarschot.be;https://www.sancta-maria-aarschot.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool - Sancta Maria;Kard. Mercierstraat;Aarschot;50,98397404;4,829579;directie@sancta-maria-aarschot.be;https://www.sancta-maria-aarschot.be;Gewoon lager onderwijs;Basisonderwijs
Damiaaninstituut B;Kard. Mercierstraat;Aarschot;50,98397404;4,829579; ;;Deeltijds beroepssecundair onderwijs;Secundair onderwijs
Sint-Jozefsinstituut - Bovenbouw;Kard. Mercierstraat;Aarschot;50,98397404;4,829579; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Gemeentelijke Basisschool voor Buitengewoon Onderwijs - Elzenhof;Nieuwland;Aarschot;50,98163539;4,81834871;schoolelzenhof@telenet.be;https://www.schoolelzenhof.be;Buitengewoon kleuteronderwijs;Basisonderwijs
Gemeentelijke Basisschool voor Buitengewoon Onderwijs - Elzenhof;Nieuwland;Aarschot;50,98163539;4,81834871;schoolelzenhof@telenet.be;https://www.schoolelzenhof.be;Buitengewoon lager onderwijs;Basisonderwijs
Stedelijke School Buitengewoon Secundair Onderwijs De Brug;Nieuwland;Aarschot;50,98079859;4,81620464; ;;Buitengewoon secundair onderwijs;Secundair onderwijs
Hagelandse Academie voor Muziek en Woord;Nieuwland;Aarschot;50,98079859;4,81620464; ;;Deeltijds kunstonderwijs;Deeltijds kunstonderwijs
Damiaaninstituut B;Gaston Geenslaan;Aarschot;50,98460306;4,80853644; ;;Deeltijds beroepssecundair onderwijs;Secundair onderwijs
Vrije Basisschool Gelr ode;Pastoor Dergentstraat;Aarschot;50,96467888;4,8023135;directie@vbspastoordergent.be;https://www.vbspastoordergent.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool Gelr ode;Pastoor Dergentstraat;Aarschot;50,96467888;4,8023135;directie@vbspastoordergent.be;https://www.vbspastoordergent.be;Gewoon lager onderwijs;Basisonderwijs
Hagelandse Academie voor Beeldende Kunst;Pastoor Dergentstraat;Aarschot;50,96487098;4,79650725; ;;Deeltijds kunstonderwijs;Deeltijds kunstonderwijs
Hagelandse Academie voor Muziek en Woord;Gaspeldorenstraat;Aarschot;51,00978302;4,86472924; ;;Deeltijds kunstonderwijs;Deeltijds kunstonderwijs
Vrije basisschool De Springplank - School met DeBijbel;Godshertogestraat;Aarschot;50,99674358;4,84860801;info@despringplank.net;https://www.despringplank.org;Gewoon kleuteronderwijs;Basisonderwijs
Vrije basisschool De Springplank - School met DeBijbel;Godshertogestraat;Aarschot;50,99674358;4,84860801;info@despringplank.net;https://www.despringplank.org;Gewoon lager onderwijs;Basisonderwijs
Vrije Basisschool Ourodenberg;Kerkstraat;Aarschot;51,00583413;4,83461012;directie@ourodenberg.be;https://www.ourodenberg.be;Gewoon lager onderwijs;Basisonderwijs
Vrije Basisschool;Veerlestraat;Aarschot;51,02940573;4,91944888;griet.beirinckx@onzeschoolwolfsdonk.be;https://www.onzeschoolwolfsdonk.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool;Veerlestraat;Aarschot;51,02940573;4,91944888;griet.beirinckx@onzeschoolwolfsdonk.be;https://www.onzeschoolwolfsdonk.be;Gewoon lager onderwijs;Basisonderwijs
Gemeentelijke Basisschool Cade;Carillolei;Aartselaar;51,13354564;4,38634275; ;;Gewoon lager onderwijs;Basisonderwijs
GO! middenschool Den Brandt Boom;Leon Gilliotlaan;Aartselaar;51,12935691;4,38628398; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
GO! Basisschool De Blokkendoos;Leon Gilliotlaan;Aartselaar;51,12935691;4,38628398;directeur@bsdeblokkendoos.be;https://www.bsdeblokkendoos.be;Gewoon kleuteronderwijs;Basisonderwijs
GO! Basisschool De Blokkendoos;Leon Gilliotlaan;Aartselaar;51,12935691;4,38628398;directeur@bsdeblokkendoos.be;https://www.bsdeblokkendoos.be;Gewoon lager onderwijs;Basisonderwijs
Academie Muziek en Woord;Carillolei;Aartselaar;51,13303329;4,38625684; ;;Deeltijds kunstonderwijs;Deeltijds kunstonderwijs
Vrije Kleuterschool De Wonderpluim;Carillolei;Aartselaar;51,13292561;4,38507103;info@dewonderpluim.be;https://www.dewonderpluim.be;Gewoon kleuteronderwijs;Basisonderwijs
Gemeentelijke Basisschool Cade;della Faillelaan;Aartselaar;51,1344538;4,38425724;directie.cade@aartselaar.be;https://cade.be;Gewoon lager onderwijs;Basisonderwijs
GO! Basisschool voor buitengewoon onderwijs - Groenlaar Reet;Cederlaan;Aartselaar;51,11387023;4,37912341; ;;Buitengewoon lager onderwijs;Basisonderwijs
Gemeentelijke Basisschool Cade;Buerstedelei;Aartselaar;51,1405491;4,37351427; ;;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool - Sint-Jozefschool;Lindenboslaan;Aartselaar;51,1139156;4,37268291; ;;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool - De Klimming;Assestraat;Affligem;50,90318581;4,13880177;sofie.maesschalck@klimming.be;https://www.deklimming.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool - De Klimming;Assestraat;Affligem;50,90318581;4,13880177;sofie.maesschalck@klimming.be;https://www.deklimming.be;Gewoon lager onderwijs;Basisonderwijs
GO! Basisschool Affligem;Ternatsestraat;Affligem;50,90079195;4,13743453; ;https://www.bsaffligem.be;Gewoon kleuteronderwijs;Basisonderwijs
GO! Basisschool Affligem;Ternatsestraat;Affligem;50,90079195;4,13743453; ;https://www.bsaffligem.be;Gewoon lager onderwijs;Basisonderwijs
Vrije Basisschool - Sint-Vincentius Hekelgem;Bellestraat;Affligem;50,90664401;4,10733566;directeur@svshekelgem.be;https://www.vincentiusschool.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool - Sint-Vincentius Hekelgem;Bellestraat;Affligem;50,90664401;4,10733566;directeur@svshekelgem.be;https://www.vincentiusschool.be;Gewoon lager onderwijs;Basisonderwijs
KunstAs - academie voor muziek, woord, dans en beeld;Brusselbaan;Affligem;50,91357108;4,1056477; ;;Deeltijds kunstonderwijs;Deeltijds kunstonderwijs
GO! Basisschool Affligem;Driesstraat;Affligem;50,89147058;4,09968806;directeur@bsaffligem.be;https://www.bsaffligem.be;Gewoon kleuteronderwijs;Basisonderwijs
GO! Basisschool Affligem;Driesstraat;Affligem;50,89147058;4,09968806;directeur@bsaffligem.be;https://www.bsaffligem.be;Gewoon lager onderwijs;Basisonderwijs
Vrije Basisschool;Balleistraat;Affligem;50,89383335;4,09904915;directie@sint-jan.be;https://www.sint-jan.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool;Balleistraat;Affligem;50,89383335;4,09904915;directie@sint-jan.be;https://www.sint-jan.be;Gewoon lager onderwijs;Basisonderwijs
Vrije Basisschool - Sint-Vincentius Hekelgem;Langestraat;Affligem;50,92100591;4,10591901; ;;Gewoon kleuteronderwijs;Basisonderwijs
Freinetschool Keerpunt;Grootstraat;Alken;50,87847972;5,31981151; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Gemeentelijke Basisschool - de B@sis;Motstraat;Alken;50,87399153;5,30779946;directie@gemeenteschool-alken.be;https://www.gemeenteschool-alken.be;Gewoon kleuteronderwijs;Basisonderwijs
Gemeentelijke Basisschool - de B@sis;Motstraat;Alken;50,87399153;5,30779946;directie@gemeenteschool-alken.be;https://www.gemeenteschool-alken.be;Gewoon lager onderwijs;Basisonderwijs
Vrije Basis- school - 't Laantje;St. Aldegondislaan;Alken;50,87491862;5,3076617;directie.laantje@sgm-zevensprong.be;https://www.tlaantje.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basis- school - 't Laantje;St. Aldegondislaan;Alken;50,87491862;5,3076617;directie.laantje@sgm-zevensprong.be;https://www.tlaantje.be;Gewoon lager onderwijs;Basisonderwijs
GO!Next methodeschool Wonderwijs;Hameestraat;Alken;50,87330162;5,30413407;directie@bswonderwijs.be;https://www.bswonderwijs.be;Gewoon kleuteronderwijs;Basisonderwijs
GO!Next methodeschool Wonderwijs;Hameestraat;Alken;50,87330162;5,30413407;directie@bswonderwijs.be;https://www.bswonderwijs.be;Gewoon lager onderwijs;Basisonderwijs
Vrije Basisschool - 't Schommelbootje;Dieregaertstraat;Alken;50,87554192;5,30278621;info@schommelbootje.be;https://www.schommelbootje.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool - 't Schommelbootje;Dieregaertstraat;Alken;50,87554192;5,30278621;info@schommelbootje.be;https://www.schommelbootje.be;Gewoon lager onderwijs;Basisonderwijs
Vrije Basisschool - De Kleine Reus;Parkstraat;Alken;50,90005062;5,27855151;directie@basisschooldekleinereus.be;https://www.basisschooldekleinereus.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool - De Kleine Reus;Parkstraat;Alken;50,90005062;5,27855151;directie@basisschooldekleinereus.be;https://www.basisschooldekleinereus.be;Gewoon lager onderwijs;Basisonderwijs
Academie knst.beeld;Parkstraat;Alken;50,90005062;5,27855151; ;;Deeltijds kunstonderwijs;Deeltijds kunstonderwijs
Conservatorium knst.podium;Grotstraat;Alken;50,87281275;5,27246819; ;;Deeltijds kunstonderwijs;Deeltijds kunstonderwijs
Vrije Basisschool - Sint-Joris;Schoolstraat;Alken;50,87160952;5,26994443;directie.sint-joris@sgm-zevensprong.be;https://www.school-sint-joris-alken.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool - Sint-Joris;Schoolstraat;Alken;50,87160952;5,26994443;directie.sint-joris@sgm-zevensprong.be;https://www.school-sint-joris-alken.be;Gewoon lager onderwijs;Basisonderwijs
Vrije Basisschool;Hoogstraat;Alveringem;51,01066137;2,71725417;directie@vrijebasisschoolalveringem.be;https://www.vrijebasisschoolalveringem.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool;Hoogstraat;Alveringem;51,01066137;2,71725417;directie@vrijebasisschoolalveringem.be;https://www.vrijebasisschoolalveringem.be;Gewoon lager onderwijs;Basisonderwijs
Gemeentelijke Basisschool - Spelenderwijs;Nieuwstraat;Alveringem;51,01346041;2,71424781;info@spelenderwijs.be;https://www.spelenderwijs.be;Gewoon kleuteronderwijs;Basisonderwijs
Gemeentelijke Basisschool - Spelenderwijs;Nieuwstraat;Alveringem;51,01346041;2,71424781;info@spelenderwijs.be;https://www.spelenderwijs.be;Gewoon lager onderwijs;Basisonderwijs
Stedelijke Academie voor Podiumkunsten Westhoek;St.-Rijkersstraat;Alveringem;51,01303613;2,70901757; ;;Deeltijds kunstonderwijs;Deeltijds kunstonderwijs
Westhoek-Academie;St.-Rijkersstraat;Alveringem;51,01303613;2,70901757; ;;Deeltijds kunstonderwijs;Deeltijds kunstonderwijs
Vrije Basisschool;Zwanestraat;Alveringem;50,93844866;2,67410079; ;;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool;Zwanestraat;Alveringem;50,93844866;2,67410079; ;;Gewoon lager onderwijs;Basisonderwijs
Gemeentelijke Basisschool - Spelenderwijs;IJzerstraat;Alveringem;50,9406052;2,67213012; ;;Gewoon lager onderwijs;Basisonderwijs
Stedelijke Academie voor Podiumkunsten Westhoek;IJzerstraat;Alveringem;50,9406052;2,67213012; ;;Deeltijds kunstonderwijs;Deeltijds kunstonderwijs
